[root at 2026-05-05 04:31:22,643]: Archipelago (0.6.7) logging initialized on Windows-11-10.0.26100-SP0 process 7724 running Python 3.13.13
[Portal2Client at 2026-05-05 04:33:52,138]: API Status Error: 'Menu' object has no attribute 'to_dict'
[Portal2Client at 2026-05-05 04:33:54,165]: API Status Error: 'Menu' object has no attribute 'to_dict'
[Portal2Client at 2026-05-05 04:33:54,166]: API Status Error: 'Menu' object has no attribute 'to_dict'
[Portal2Client at 2026-05-05 04:33:56,191]: API Status Error: 'Menu' object has no attribute 'to_dict'
[Portal2Client at 2026-05-05 04:33:56,192]: API Status Error: 'Menu' object has no attribute 'to_dict'
[Portal2Client at 2026-05-05 04:33:58,199]: API Status Error: 'Menu' object has no attribute 'to_dict'
[Portal2Client at 2026-05-05 04:33:58,200]: API Status Error: 'Menu' object has no attribute 'to_dict'
[Portal2Client at 2026-05-05 04:34:00,202]: API Status Error: 'Menu' object has no attribute 'to_dict'
[Portal2Client at 2026-05-05 04:34:00,203]: API Status Error: 'Menu' object has no attribute 'to_dict'
[Portal2Client at 2026-05-05 04:34:02,207]: API Status Error: 'Menu' object has no attribute 'to_dict'
[Portal2Client at 2026-05-05 04:34:02,208]: API Status Error: 'Menu' object has no attribute 'to_dict'
[Portal2Client at 2026-05-05 04:34:03,672]: Portal 2 connection closed by peer
